epoch,acc,loss,val_acc,val_loss
0,0.13537598,2.478634364902973,0.10021973,2.3045421466231346
1,0.45977783,1.515183387324214,0.25671387,2.0772489830851555
2,0.56970215,1.211018417030573,0.4215088,1.6150133349001408
3,0.62786865,1.0520392507314682,0.4984131,1.518362369388342
4,0.6697998,0.9366107173264027,0.57006836,1.3856537640094757
5,0.69781494,0.8569101486355066,0.6237793,1.3056458085775375
6,0.7235718,0.7871994478628039,0.59020996,1.4925651773810387
7,0.7437744,0.732024940662086,0.4918213,2.339725960046053
8,0.7571411,0.6898336159065366,0.59814453,1.5954002104699612
9,0.77142334,0.6602477505803108,0.6895752,1.1339373514056206
10,0.782959,0.6186549393460155,0.5913086,1.8222295865416527
11,0.79907227,0.5728175258263946,0.59484863,1.9174855835735798
12,0.805603,0.5547701907344162,0.68200684,1.3304415978491306
13,0.8149414,0.5291821984574199,0.6088867,1.8502436242997646
14,0.8187256,0.5092184152454138,0.63427734,1.5860568806529045
15,0.8273926,0.4884115383028984,0.6567383,1.6806139908730984
16,0.8341675,0.4665188817307353,0.6665039,1.6057566478848457
17,0.8345947,0.4649957651272416,0.60009766,2.037737112492323
18,0.842041,0.45099619682878256,0.6767578,1.5523751974105835
19,0.85565186,0.4142513400875032,0.72094727,1.2327234912663698
20,0.85723877,0.3981671039946377,0.69262695,1.4769067950546741
21,0.8699951,0.3676067504566163,0.739624,1.1464457884430885
22,0.8820801,0.3302046963945031,0.7081299,1.2680590748786926
23,0.8944702,0.2972129052504897,0.74645996,1.070391844958067
24,0.90393066,0.2678614263422787,0.72998047,1.2971064560115337
25,0.91503906,0.23649490345269442,0.7558594,1.063822403550148
26,0.92681885,0.2071849105414003,0.76342773,0.950658343732357
27,0.93273926,0.19051045435480773,0.72143555,1.3235745001584291
28,0.9435425,0.15880420932080597,0.7581787,1.0424250364303589
29,0.9544678,0.13195682177320123,0.76953125,0.935623075813055
30,0.9614868,0.11119428894016892,0.7890625,0.8973036799579859
31,0.96466064,0.1041275528841652,0.80029297,0.8492002952843904
32,0.9713135,0.0870349042234011,0.7816162,0.9943094849586487
33,0.97772217,0.07025637076003477,0.8029785,0.8686066027730703
34,0.9813843,0.06077983439899981,0.7928467,0.9310335610061884
35,0.98431396,0.051450624800054356,0.79797363,0.9639832843095064
36,0.9873047,0.043961255927570164,0.7918701,1.0170285552740097
37,0.9915161,0.03217500742175616,0.79626465,0.9691881872713566
38,0.99420166,0.027474124886794016,0.8001709,0.9280212670564651
39,0.9935913,0.026641674470738508,0.80895996,0.8929226826876402
