epoch,acc,loss,lr,val_acc,val_loss
0,0.4003205,1.633865034274566,0.1,0.41426283,1.9608010619114606
1,0.55193293,1.2484439664926283,0.1,0.49809694,1.5231201174931648
2,0.6214509,1.0619157736118023,0.1,0.64072514,1.0264140703739264
3,0.6691129,0.9331509480109581,0.1,0.65655047,1.0567071101604364
4,0.70703,0.836212193660247,0.1,0.68569714,0.9178924247240409
5,0.73373836,0.7695993739825029,0.1,0.7233574,0.815485791518138
6,0.7562961,0.7043231045588468,0.1,0.7585136,0.71171906323005
7,0.7728786,0.6555715683943186,0.1,0.73347354,0.8102244131076031
8,0.78805745,0.6176142327296428,0.1,0.70803285,0.9724105306160755
9,0.79545635,0.5886875713482881,0.1,0.78766024,0.6227555309350674
10,0.80662495,0.5651769156639392,0.1,0.7567107,0.7236517549325259
11,0.81260026,0.5380412230889002,0.1,0.78916264,0.635301214380142
12,0.8214429,0.5149945615193783,0.1,0.7879607,0.639416638093117
13,0.82858115,0.49663510070397304,0.1,0.81340146,0.5762181026049149
14,0.8331729,0.48104880872445227,0.1,0.76332134,0.7465709688571783
15,0.84107316,0.4622463991244634,0.1,0.796875,0.6085775269147677
16,0.84478265,0.4482532737346796,0.1,0.8161058,0.5648403484851886
17,0.85033685,0.43474715321491925,0.1,0.828125,0.5397513440022101
18,0.85075796,0.4288542166734353,0.1,0.83353364,0.5029560533853678
19,0.8555101,0.4131486361225446,0.1,0.8166066,0.5543562303750943
20,0.86280876,0.4017267394524354,0.1,0.82321715,0.5308065804151388
21,0.8647538,0.3917492002248764,0.1,0.81390226,0.5779676624597647
22,0.8674206,0.3838894230432999,0.1,0.8416466,0.48738186004070133
23,0.87006736,0.37463658635432906,0.1,0.83042866,0.5146072071332198
24,0.87329566,0.36288655759432376,0.1,0.8396434,0.49192413420249254
25,0.8743383,0.3627856421929139,0.1,0.85346556,0.45318035533030826
26,0.8770252,0.3523616837767454,0.1,0.84344953,0.4855273205500383
27,0.8799928,0.34383533348639805,0.1,0.8475561,0.4677413384883832
28,0.88494545,0.33099803252097887,0.1,0.8503606,0.4623550134591567
29,0.8849254,0.3277577633659045,0.1,0.8411458,0.48958273461231816
30,0.8889758,0.31950073223083447,0.1,0.8384415,0.5220565763421547
31,0.89064,0.31467516781427923,0.1,0.85957533,0.45938582737476397
32,0.89186317,0.31170602956643473,0.1,0.8498598,0.47529622453909653
33,0.8939686,0.304582779835432,0.1,0.86077726,0.4395168016736324
34,0.896094,0.2966921681777025,0.1,0.8432492,0.5017713831785398
35,0.8954724,0.2953055910193003,0.1,0.85296476,0.4709145432481399
36,0.9007459,0.28471364149680506,0.1,0.8475561,0.48004160324732464
37,0.9016282,0.2814825149300771,0.1,0.8573718,0.46645352167960924
38,0.90451556,0.27712062631662077,0.1,0.85627,0.4712982999208646
39,0.9041947,0.2716790020847932,0.1,0.83633816,0.5400020319681901
40,0.90579885,0.27077713270600023,0.1,0.86328125,0.4432488781137344
