epoch,acc,loss,lr,val_acc,val_loss
0,0.39533255,1.6618086072114797,0.1,0.5057091,1.4182385190939293
1,0.5655879,1.2216240846193753,0.1,0.48397437,1.6229478793266492
2,0.63528633,1.02692634448027,0.1,0.484375,2.0529443331253834
3,0.68130416,0.9042632587445087,0.1,0.5062099,1.950994149232522
4,0.7146896,0.8137055470393254,0.1,0.68159056,0.9934284496001708
5,0.7392324,0.7449482332437466,0.1,0.64833736,1.279831132063499
6,0.75958455,0.6892846884635778,0.1,0.73828125,0.7824102571377387
7,0.7751243,0.6477146632396258,0.1,0.7558093,0.7170815414343125
8,0.7853104,0.6197184956226593,0.1,0.7552083,0.7597686342703991
9,0.79661936,0.5835633529302401,0.1,0.72996795,0.826032050144978
10,0.80708617,0.5558566934023148,0.1,0.7948718,0.6416905144086251
11,0.8137833,0.5368949526395553,0.1,0.76642627,0.7161894494142288
12,0.8214629,0.5161410055099389,0.1,0.72946715,0.8639103242984185
13,0.8299246,0.4929361295241576,0.1,0.72415864,0.8503873164837177
14,0.8350377,0.47443845818440117,0.1,0.7963742,0.6122571107668754
15,0.840632,0.4607708658163364,0.1,0.7873598,0.6327699208870913
16,0.84773016,0.44480098226131537,0.1,0.8016827,0.6046213622276599
17,0.85202116,0.4266571805263177,0.1,0.80178285,0.6087956248949735
18,0.8555903,0.4195363449362608,0.1,0.8104968,0.5919499756434025
19,0.86058307,0.40132831560495574,0.1,0.78255206,0.6941123581849612
20,0.8623877,0.39584682442438907,0.1,0.8380409,0.49788871311988586
21,0.86595684,0.38051111167057966,0.1,0.76692706,0.7627410701452157
22,0.8716514,0.36927689650119877,0.1,0.8298277,0.5564250246836588
23,0.87431824,0.36068424173654656,0.1,0.82321715,0.5746870325543941
24,0.87712544,0.35182688645063304,0.1,0.84134614,0.48511820267408323
25,0.88233876,0.33815966378419826,0.1,0.78515625,0.7409481708055887
26,0.8850858,0.33190259356529284,0.1,0.81430286,0.5785352836052576
27,0.88979787,0.32079786769090557,0.1,0.84385014,0.48639157796517396
28,0.8911614,0.31761554651535473,0.1,0.8558694,0.4525190727450909
29,0.89330685,0.3046435675177819,0.1,0.8249199,0.5923301585209675
30,0.89669555,0.29748127918977,0.1,0.8558694,0.4327779981570366
31,0.8993223,0.2896366255405622,0.1,0.82111377,0.574071310269527
32,0.9001043,0.2879710916143197,0.1,0.84294873,0.5013412321225191
33,0.90303177,0.280722357542851,0.1,0.8546675,0.4737283327640631
34,0.9056785,0.2728820586815858,0.1,0.8566707,0.4662122235466272
35,0.90393406,0.27088152938164195,0.1,0.85857373,0.447507891135338
36,0.90990937,0.2596584840080677,0.1,0.8447516,0.4968642248557164
37,0.91283685,0.2528648756062373,0.1,0.85446715,0.48227437681112534
38,0.9138194,0.24808895150438334,0.1,0.84284854,0.5275068365228481
39,0.91486204,0.2400575501414446,0.1,0.8631811,0.43066002199283016
40,0.91825074,0.23609802545263217,0.1,0.859375,0.4962548189438306
41,0.91893244,0.23245936473592735,0.1,0.8697917,0.42714741845161486
42,0.91885227,0.2291212828686604,0.1,0.86588544,0.4374819506819432
43,0.92157924,0.2248331350966906,0.1,0.8588742,0.5028149659434954
44,0.926572,0.21107351395946283,0.1,0.85907453,0.4651301344617819
45,0.9254291,0.21331062366565068,0.1,0.85857373,0.4674291973694777
46,0.92677253,0.20598715944932058,0.1,0.8583734,0.4986660375426977
47,0.92813605,0.20345700772909017,0.1,0.861879,0.4720471123090157
48,0.9305422,0.19839253939497165,0.1,0.8713942,0.4258533225227625
49,0.9319057,0.19246781401527233,0.1,0.86248,0.4923281136613626
50,0.9329684,0.18843932935060598,0.1,0.8625801,0.4882492898748471
51,0.93587583,0.1836283894494558,0.1,0.87520033,0.4249366934482868
52,0.93535453,0.18516533407263266,0.1,0.8687901,0.4542662625511487
53,0.93439204,0.1828488565885868,0.1,0.87159455,0.44666015051114255
54,0.9387833,0.17148753612851486,0.1,0.86328125,0.5145894993956273
55,0.93685836,0.17553221984551504,0.1,0.8644832,0.48010146082975924
56,0.94036734,0.16893196723017936,0.1,0.86438304,0.5017080182830492
57,0.94092876,0.16769712981887352,0.1,0.8582732,0.516985453856297
58,0.94538015,0.15324432503145474,0.1,0.8701923,0.4793992818166048
59,0.9430943,0.15933110694854688,0.1,0.8560697,0.5505802512933047
60,0.9449992,0.15436662879700844,0.1,0.85136217,0.5838134965071311
61,0.94690406,0.1478602568881634,0.1,0.85136217,0.5586143464614184
62,0.94538015,0.1519968596024391,0.1,0.8560697,0.5579279930545733
63,0.948448,0.14377607520765218,0.1,0.87630206,0.4556144133974344
64,0.948829,0.1462485479716307,0.1,0.8706931,0.5035478050510088
65,0.9519971,0.13649787390843415,0.1,0.8655849,0.4946193204094202
66,0.95151585,0.1385250469430899,0.1,0.8619792,0.5336029563958828
67,0.9522377,0.13259427023048584,0.1,0.8854167,0.41977685116804564
68,0.95414263,0.1288665565256125,0.1,0.85116184,0.6233853292770875
69,0.95287937,0.13106282606529884,0.1,0.8646835,0.5595484937612827
70,0.95656884,0.12281575352431108,0.1,0.86708736,0.5441358112371885
71,0.9555262,0.12265458434151533,0.1,0.8614784,0.5297867031051562
72,0.9594161,0.11523302423839386,0.1,0.8605769,0.5820706943288828
73,0.9611205,0.11125854100936498,0.1,0.88000804,0.47100431281022537
74,0.95865417,0.11527123008974087,0.1,0.8798077,0.4699851746360461
75,0.9590953,0.11339990789882648,0.1,0.87990785,0.4758765647808711
76,0.9616819,0.10949932535011798,0.1,0.85757214,0.6086292087267606
77,0.9605791,0.11015309644146608,0.1,0.85647035,0.5895187453581736
78,0.9623837,0.10460793013947133,0.1,0.8738982,0.4977836020481892
79,0.962504,0.10593467459846766,0.1,0.87730366,0.5111984417606623
80,0.97252965,0.0781937187919632,0.01,0.90124196,0.3775018465060454
81,0.9799086,0.06309741570208317,0.01,0.8995393,0.3809824341382736
82,0.98201394,0.05725987164829022,0.01,0.90024036,0.38383567256805223
83,0.98259544,0.05614272060636909,0.01,0.9015425,0.3779510920628523
84,0.98301655,0.05385102552528947,0.01,0.9014423,0.37923736526415897
85,0.98315686,0.05390132701454254,0.01,0.9026442,0.37961284319559735
86,0.98407924,0.05097158475038715,0.01,0.9019431,0.3844024151181563
87,0.9845404,0.049771096320966116,0.01,0.9022436,0.38526418996162903
88,0.9849214,0.04978648056395543,0.01,0.90184295,0.3835906233543005
89,0.9845605,0.049511663534511356,0.01,0.900641,0.3860218561230562
90,0.9854628,0.04778444613210666,0.01,0.9016426,0.38572399662091184
91,0.9850417,0.0482169644572796,0.01,0.90284455,0.38474227564457136
92,0.98594403,0.04775401702723824,0.01,0.9017428,0.3877328261733055
93,0.98630494,0.045786050640237635,0.01,0.90284455,0.3872284954174971
94,0.9861044,0.04607429015091979,0.01,0.9047476,0.38933902109662694
95,0.9872674,0.0437823245039162,0.01,0.9030449,0.3869561326618378
96,0.9873276,0.04449614314840008,0.01,0.9019431,0.3902649915753267
97,0.987488,0.04333359947284827,0.01,0.9027444,0.38882132657827473
98,0.987107,0.04357332152863726,0.01,0.9029447,0.391858554039246
99,0.98712707,0.04328169935645584,0.01,0.9026442,0.39335981699136585
100,0.9872674,0.04229199794383767,0.01,0.9019431,0.3942394671149743
101,0.9873877,0.04220700798412928,0.01,0.9022436,0.39676179870581013
102,0.9881296,0.04021337675885894,0.01,0.9025441,0.39454461347598296
103,0.9877486,0.04149890910738554,0.01,0.90134215,0.39536815327711594
104,0.9873677,0.041813509438473444,0.01,0.9029447,0.397115130455066
105,0.98877126,0.038891585531811684,0.01,0.9027444,0.3976406623155643
106,0.9885106,0.04007701551995407,0.01,0.9022436,0.4009026418893765
107,0.9887913,0.03929616994200609,0.01,0.9025441,0.39855715193045443
108,0.9879692,0.04013715193917354,0.01,0.9040465,0.3981105882005814
109,0.98839027,0.03980509792573941,0.01,0.9042468,0.39838344202591824
110,0.98837024,0.03880582885959974,0.01,0.90234375,0.40431895775672716
111,0.98814964,0.03864974717442424,0.01,0.9036458,0.40160403744532513
112,0.9888114,0.03793127489491151,0.01,0.9016426,0.4001342860551981
113,0.9884304,0.03774495136279326,0.01,0.903145,0.40324465128091663
114,0.9883301,0.03849650165543724,0.01,0.903145,0.4047404113106238
115,0.9889116,0.037204198668209405,0.01,0.9051482,0.4007239242394765
116,0.98985404,0.036472230192082816,0.01,0.90384614,0.4009304432532726
117,0.9888715,0.03731525894493247,0.01,0.90284455,0.4061446229998882
118,0.9893728,0.03637636147845441,0.01,0.9035457,0.4068523034071311
119,0.9892525,0.03691410214329759,0.01,0.90344554,0.4063675139959042
120,0.9897538,0.03526853058391657,0.001,0.90394634,0.4043446251979241
121,0.98951316,0.03508857313830119,0.001,0.90384614,0.40352805990439194
122,0.98987406,0.03471416623021165,0.001,0.9040465,0.40406898065255237
123,0.9899743,0.03482817236143045,0.001,0.9040465,0.4039507531202756
124,0.99009466,0.03443691591517283,0.001,0.90434694,0.4034846591261717
125,0.9902952,0.03477844789576454,0.001,0.9042468,0.4034786237738071
126,0.9905358,0.03447997777078014,0.001,0.90394634,0.4038176727600587
127,0.99059594,0.034598976008307476,0.001,0.9041466,0.402872873040346
128,0.9897337,0.034749528653442094,0.001,0.90444714,0.40328554866405636
129,0.9907363,0.033158536525204396,0.001,0.9047476,0.4040970380107562
130,0.9899543,0.03478268687255107,0.001,0.9045473,0.40403963300662166
131,0.9903353,0.03374867576699799,0.001,0.9041466,0.40380755697305387
132,0.9905358,0.03432259828520891,0.001,0.90444714,0.4038159281779558
133,0.98983395,0.03416650266482089,0.001,0.9041466,0.4039187517303687
134,0.9901949,0.034525114722931995,0.001,0.9046474,0.40424301952887803
135,0.991017,0.03319352494481091,0.001,0.9045473,0.4041238515040813
136,0.9906962,0.03337053564520409,0.001,0.9042468,0.4047244899930098
137,0.99009466,0.03401414261271174,0.001,0.9045473,0.40451835821836424
138,0.9899543,0.03405491794483402,0.001,0.90484774,0.4043961101426528
139,0.9909368,0.03387355441108155,0.001,0.90434694,0.40432503103063655
140,0.99135786,0.03210385521061909,0.001,0.90434694,0.4046910624855604
141,0.9900746,0.034939009211479854,0.001,0.90434694,0.4043301277053662
142,0.9903152,0.03436899275447314,0.001,0.90434694,0.40492431427805853
143,0.9903954,0.03372108274951386,0.001,0.90494794,0.405299611389637
144,0.99061596,0.032963602284256086,0.001,0.9046474,0.40473419236831176
145,0.9910972,0.03325909256027677,0.001,0.9045473,0.4047070286021783
146,0.98971367,0.03425462781451642,0.001,0.9046474,0.40524201181072456
147,0.9899944,0.034718726114489326,0.001,0.9047476,0.40503196743054265
148,0.9906761,0.03340755451995975,0.001,0.9047476,0.40538330662709016
149,0.99057585,0.03374057110542288,0.001,0.9046474,0.4053616448281667
150,0.99057585,0.033521098257878267,0.001,0.90494794,0.40566822026784605
151,0.99021494,0.03367437597197027,0.001,0.90444714,0.4057368535835009
152,0.9904957,0.03328078231201149,0.001,0.9045473,0.40524298497117484
