epoch,acc,loss,val_acc,val_loss
0,0.11419678,2.4894352927803993,0.09863281,2.3143417686223984
1,0.41644287,1.636406097561121,0.18823242,2.187899813055992
2,0.5128174,1.3679988775402308,0.3708496,1.8845012933015823
3,0.55358887,1.2513142433017492,0.39172363,1.7847215496003628
4,0.5966797,1.1380795873701572,0.36047363,1.9491429664194584
5,0.6272583,1.0604074969887733,0.49658203,1.705800086259842
6,0.64764404,0.9974320949986577,0.4345703,2.0951276384294033
7,0.66326904,0.9461677158251405,0.3951416,2.6316210851073265
8,0.68341064,0.9010776057839394,0.5197754,1.7226962856948376
9,0.69732666,0.865537473000586,0.55029297,1.7799075655639172
10,0.7104492,0.8268302017822862,0.37634277,3.499454766511917
11,0.7202759,0.7941435920074582,0.49597168,2.405180901288986
12,0.7362671,0.7434415193274617,0.54003906,2.2685152515769005
13,0.74102783,0.7304170932620764,0.54785156,2.5857466235756874
14,0.7532959,0.7016650633886456,0.57006836,1.9076782055199146
15,0.76556396,0.6721111964434385,0.5489502,2.3006449714303017
16,0.76708984,0.6594906505197287,0.57336426,2.4955682419240475
17,0.7826538,0.6208922551013529,0.5626221,2.601652167737484
18,0.78637695,0.6095134648494422,0.56884766,2.4889292046427727
19,0.7907715,0.5905076977796853,0.4937744,3.258391037583351
20,0.7969971,0.5778436148539186,0.5821533,2.037219602614641
21,0.8062134,0.5451678899116814,0.6635742,1.5307010225951672
22,0.8275757,0.49880382139235735,0.53808594,2.434620000422001
23,0.83813477,0.45752519089728594,0.6204834,1.5962169729173183
24,0.8498535,0.421722587198019,0.6356201,1.7469332814216614
25,0.8563843,0.3997206464409828,0.69299316,1.2633144073188305
26,0.8670044,0.3769587962888181,0.7420654,0.9559302274137735
27,0.8842163,0.33611370204016566,0.6994629,1.2043579071760178
28,0.8963623,0.303287694696337,0.7105713,1.1047243159264326
29,0.9013672,0.2824368679430336,0.6932373,1.2076348457485437
30,0.91241455,0.2528711259365082,0.7515869,0.8828055299818516
31,0.9180298,0.23341268091462553,0.689209,1.3345481269061565
32,0.9304199,0.20513132540509105,0.78186035,0.7415650580078363
33,0.9370117,0.186582722235471,0.74328613,0.9849799200892448
34,0.9423828,0.16851411818061024,0.79382324,0.76890610717237
35,0.95025635,0.14622055855579674,0.76013184,0.9287998974323273
36,0.9567871,0.13171613216400146,0.76501465,0.8930019252002239
37,0.96588135,0.11166491790208966,0.79138184,0.7602643575519323
38,0.97180176,0.09606146550504491,0.7783203,0.8811212424188852
39,0.975647,0.08819009689614177,0.7988281,0.7674509342759848
