epoch,acc,loss,val_acc,val_loss
0,0.13092041,2.5119916200637817,0.10498047,2.305538773536682
1,0.43884277,1.5635343082249165,0.17907715,2.2324109822511673
2,0.5336914,1.2979070227593184,0.32385254,1.8942071720957756
3,0.5853882,1.1702571399509907,0.3951416,1.7110904790461063
4,0.6234741,1.067523810081184,0.50561523,1.3900803215801716
5,0.6512451,0.9832888571545482,0.57995605,1.3249780386686325
6,0.67285156,0.9217624133452773,0.35913086,3.508444204926491
7,0.694458,0.8741377918049693,0.55651855,1.9702584221959114
8,0.71191406,0.8130759121850133,0.4794922,2.8458884209394455
9,0.7215576,0.7812182707712054,0.48046875,3.583835832774639
10,0.7351074,0.751596643589437,0.42041016,3.4969619438052177
11,0.74975586,0.706176521256566,0.62719727,1.6023797504603863
12,0.75927734,0.6771627725102007,0.5131836,3.0353094041347504
13,0.763855,0.6674734484404325,0.6135254,1.765678983181715
14,0.7786865,0.6376206986606121,0.54577637,2.6950804963707924
15,0.7826538,0.6056208643130958,0.48754883,3.3027114793658257
16,0.7937622,0.5831959582865238,0.54907227,2.6240985691547394
17,0.79022217,0.5962244924157858,0.41259766,3.9525250047445297
18,0.79571533,0.5829223608598113,0.53967285,2.869569569826126
19,0.8081665,0.5465295822359622,0.63623047,1.810620740056038
20,0.81018066,0.5410158839076757,0.6340332,1.9745913334190845
21,0.83013916,0.48350263433530927,0.5629883,2.5325887575745583
22,0.8389282,0.4632442332804203,0.6225586,1.8540374711155891
23,0.8479614,0.43162976391613483,0.6392822,1.6862071231007576
24,0.8597412,0.3930263281799853,0.65527344,1.4793345034122467
25,0.8735962,0.3584061227738857,0.7149658,1.1447775810956955
26,0.8786011,0.34198010456748307,0.7420654,1.035467168316245
27,0.8878784,0.3144059209153056,0.6970215,1.269312772899866
28,0.9020996,0.28068002802319825,0.72680664,1.0315247662365437
29,0.907959,0.256291039288044,0.77685547,0.7929638307541609
30,0.9147949,0.238257679855451,0.7282715,1.0725809801369905
31,0.9256592,0.2165203564800322,0.7850342,0.7622306365519762
32,0.93426514,0.18877383368089795,0.7832031,0.7796651739627123
33,0.9403076,0.16881156142335385,0.73291016,1.029306324198842
34,0.951355,0.14617775299120694,0.7524414,0.8941553886979818
35,0.95532227,0.13092253485228866,0.7684326,0.8976312540471554
36,0.96435547,0.11087471793871373,0.80566406,0.7236868664622307
37,0.96850586,0.09921044064685702,0.79138184,0.7797290254384279
38,0.975708,0.08267704618629068,0.81970215,0.6938053956255317
39,0.97802734,0.07505706197116524,0.8105469,0.7514814529567957
