epoch,acc,loss,val_acc,val_loss
0,0.10253906,2.618471972644329,0.096191406,2.6049611568450928
1,0.33746338,1.830896221101284,0.10510254,2.5516723841428757
2,0.4649048,1.483794940635562,0.25720215,1.9323163405060768
3,0.532959,1.3173611834645271,0.45373535,1.5263048484921455
4,0.58032227,1.19844776019454,0.430542,1.9059475623071194
5,0.6187134,1.0773921879008412,0.37939453,3.1310730800032616
6,0.6539917,0.9864929160103202,0.44396973,2.836413785815239
7,0.6795654,0.9161889376118779,0.48425293,2.782814286649227
8,0.70318604,0.8550331452861428,0.5057373,2.911854609847069
9,0.7208252,0.8000025982037187,0.52856445,2.3704035580158234
10,0.7420654,0.7403304139152169,0.5678711,2.0137366876006126
11,0.75408936,0.7078144755214453,0.5061035,2.733500562608242
12,0.7662964,0.6769123366102576,0.5065918,2.881081208586693
13,0.77526855,0.6402810188010335,0.5699463,2.173529379069805
14,0.78948975,0.6060063950717449,0.58618164,1.9810086973011494
15,0.79974365,0.578732986934483,0.5817871,2.1165681555867195
16,0.8031616,0.553320778068155,0.60058594,2.2378189899027348
17,0.8145752,0.5331982783973217,0.52368164,2.8515060022473335
18,0.81414795,0.5329966209828854,0.62060547,2.004874672740698
19,0.8204346,0.5178638524375856,0.6833496,1.454431425780058
20,0.835083,0.4719079905189574,0.64208984,1.7864631153643131
21,0.84747314,0.432343065738678,0.6236572,2.052359826862812
22,0.8560791,0.4057560875080526,0.58618164,2.5922746881842613
23,0.868042,0.375426426762715,0.6652832,1.6082575768232346
24,0.8809204,0.3345558298751712,0.6883545,1.4572185277938843
25,0.89678955,0.297256518388167,0.73327637,1.2087955214083195
26,0.90740967,0.2602487166877836,0.75878906,0.9837740622460842
27,0.9164429,0.23628073884174228,0.77368164,0.9308153316378593
28,0.9310913,0.19904412305913866,0.76257324,0.9732426088303328
29,0.9390869,0.17440910218283534,0.7786865,0.8891331125050783
30,0.94592285,0.1541174795711413,0.7866211,0.8805520534515381
31,0.9527588,0.13675032812170684,0.7838135,0.9623782876878977
32,0.96154785,0.11434613692108542,0.7854004,0.9370270613580942
33,0.9678345,0.09401979844551533,0.79541016,0.8706387095153332
34,0.97216797,0.08273768558865413,0.8051758,0.8285837527364492
35,0.9770508,0.06940684525761753,0.78881836,0.9563462771475315
36,0.9824829,0.06009592080954462,0.7993164,0.9059992022812366
37,0.984375,0.05293413862818852,0.8026123,0.897649522870779
38,0.98809814,0.046494682610500604,0.8059082,0.8753981217741966
39,0.99090576,0.0398771247419063,0.80566406,0.8876843880861998
