epoch,acc,loss,lr,val_acc,val_loss
0,0.33739984,1.7987833622174385,0.1,0.38772035,1.7013874053955078
1,0.45773178,1.4875731761638935,0.1,0.37139422,2.060925317116273
2,0.55931187,1.2255821846998656,0.1,0.5222356,1.3840917547543843
3,0.625,1.0439340696885036,0.1,0.63251203,1.0450026469352918
4,0.6738651,0.9185681107716682,0.1,0.59314907,1.4624493336066222
5,0.71049887,0.8248923265016996,0.1,0.70272434,0.8769554090805542
6,0.73520213,0.7559387234541086,0.1,0.6980168,0.8702326225928771
7,0.75751925,0.6949688344429701,0.1,0.74178684,0.7765079301137191
8,0.7733598,0.6562090279200138,0.1,0.71744794,0.8528531277791048
9,0.78713506,0.6113258025585077,0.1,0.71434295,0.9114520190617977
10,0.7962985,0.5906245350073546,0.1,0.7663261,0.666863202666625
11,0.8045196,0.5624940034670708,0.1,0.7512019,0.7613141341851308
12,0.8162897,0.5287857848864336,0.1,0.7930689,0.6203798449192292
13,0.82322747,0.5139454023960309,0.1,0.79196715,0.621805014518591
14,0.82595444,0.49694192508856455,0.1,0.784355,0.6360836926943216
15,0.83361405,0.47816995328817613,0.1,0.8132011,0.5604102240923123
16,0.8393086,0.4579095270389166,0.1,0.78886217,0.6054690040839024
17,0.8470685,0.441996746414747,0.1,0.7901643,0.6416232287883759
18,0.8506577,0.4301788144386732,0.1,0.8187099,0.5311650461875476
19,0.8569338,0.41520095322376643,0.1,0.8165064,0.5482185349250451
20,0.8565929,0.4069457810658675,0.1,0.8259215,0.5150299970156107
21,0.86375123,0.3932463703247217,0.1,0.8186098,0.5540494620800018
22,0.86611724,0.3837445134917895,0.1,0.825621,0.5352919904085306
23,0.8716314,0.3692788391159131,0.1,0.8371394,0.5123209361082468
24,0.87357634,0.3622235791041301,0.1,0.81891024,0.5778154551218717
25,0.8775866,0.350761558000858,0.1,0.84395033,0.46752968506935316
26,0.8803136,0.341183585807299,0.1,0.84094554,0.47503966093063354
27,0.88310075,0.33376479156506367,0.1,0.81430286,0.577896060851904
28,0.88552696,0.3242948913421386,0.1,0.8504607,0.4732018808523814
29,0.8899984,0.3148386855920156,0.1,0.8470553,0.4855471368019397
30,0.8923043,0.3095594780567365,0.1,0.85386616,0.44882138283588946
31,0.8942894,0.30188942914589856,0.1,0.8495593,0.46963103172870785
32,0.8958333,0.2956329246935172,0.1,0.8508614,0.4733634010339395
33,0.898841,0.2887542799115181,0.1,0.8600761,0.44725814595436436
34,0.9010868,0.28266250907610624,0.1,0.8586739,0.43806121078057164
35,0.90427494,0.2724252428381871,0.1,0.84655446,0.4900973018927452
36,0.9078842,0.26509970718851456,0.1,0.8571715,0.44850816902441853
37,0.90894693,0.2605396106457099,0.1,0.84605366,0.5190460571111777
38,0.91023016,0.2536589900079446,0.1,0.8531651,0.4801778892676036
39,0.9132981,0.24769866053874676,0.1,0.8499599,0.48624120614467525
40,0.9143808,0.24296976742454066,0.1,0.8557692,0.47007443392888093
41,0.9149222,0.23952677190685884,0.1,0.86658657,0.4371842256723306
42,0.9185916,0.22956532520743517,0.1,0.86488384,0.45038335751264524
43,0.9200754,0.22870599577824274,0.1,0.869391,0.4297312106459569
44,0.921098,0.22158031068169154,0.1,0.8633814,0.44609769452840853
45,0.9239252,0.21552076091368993,0.1,0.86688703,0.43829409510661393
46,0.9235844,0.21384354908114825,0.1,0.8701923,0.42200644849202573
47,0.9257299,0.20680565658288125,0.1,0.87259614,0.4242804910127933
48,0.9293191,0.20188649718960125,0.1,0.8698918,0.4384875985292288
49,0.930061,0.19750526927602596,0.1,0.86738783,0.4365223053938303
50,0.9317252,0.19137358424755244,0.1,0.86808896,0.43772730995447207
51,0.93361,0.18804491702944803,0.1,0.8687901,0.4429925032533132
52,0.9362167,0.18266551863306607,0.1,0.8738982,0.4220587357114523
53,0.93719923,0.17843271909424893,0.1,0.8767027,0.43716636987832874
54,0.93872315,0.1727501487884766,0.1,0.87219554,0.4446789853465863
55,0.93810153,0.1733883964518706,0.1,0.86127806,0.5043902351306035
56,0.9396054,0.16900728864547535,0.1,0.87309694,0.4336416096641467
