epoch,acc,loss,lr,val_acc,val_loss
0,0.39765626,1.6431897579095303,0.1,0.3694912,2.6062809442862487
1,0.5675329,1.2056139730490172,0.1,0.56490386,1.293529755794085
2,0.63644934,1.0171663588438278,0.1,0.6285056,1.0974165361661177
3,0.68505377,0.8908341591174785,0.1,0.68159056,0.9552769148961092
4,0.7194819,0.7989934300765013,0.1,0.6853966,0.978323777516683
5,0.75102264,0.7162995022076827,0.1,0.7019231,0.9282243870771848
6,0.7684071,0.6692953095986293,0.1,0.7250601,0.828523949552805
7,0.78300446,0.6261966360685153,0.1,0.7609175,0.6907523392866819
8,0.78974175,0.5986535445237771,0.1,0.77403843,0.6588314775473032
9,0.80221367,0.5711204307201582,0.1,0.7671274,0.7177845606437097
10,0.812119,0.5454871053879078,0.1,0.7848558,0.6598052760729423
11,0.82064086,0.5173517075104591,0.1,0.78265226,0.6733016665929403
12,0.8271375,0.500953413431461,0.1,0.79196715,0.6212786122774466
13,0.8338346,0.4814028681852879,0.1,0.77684295,0.6697624035370655
14,0.836321,0.4706748156975477,0.1,0.79196715,0.6451723514459072
15,0.8438001,0.45060990490974523,0.1,0.78766024,0.6652080305875876
16,0.8465271,0.43996385274789274,0.1,0.8092949,0.5709375697068679
17,0.852342,0.42614059364184353,0.1,0.80408657,0.6170353163511325
18,0.85725456,0.4094653050104777,0.1,0.7807492,0.6824068732750721
19,0.86116457,0.40193199668175134,0.1,0.796875,0.6147033740312625
20,0.86447304,0.38987395346928866,0.1,0.8342348,0.5119077649254066
21,0.8657363,0.38424489280352225,0.1,0.8399439,0.49149611515876573
22,0.8719923,0.3670095017323127,0.1,0.8163061,0.5893648071930959
23,0.8716715,0.36309795937477013,0.1,0.8326322,0.5049460900899692
24,0.8763234,0.35605295663460707,0.1,0.8236178,0.5446514567503562
25,0.8790504,0.34413161147863436,0.1,0.83363384,0.5162417197074646
26,0.8821182,0.3389333967597057,0.1,0.83563703,0.5185403300401492
27,0.88662976,0.3244632336955804,0.1,0.84515226,0.48076613553059405
28,0.8881737,0.31820506919652986,0.1,0.85066104,0.4598244570004634
29,0.8872714,0.3182357425108934,0.1,0.86127806,0.4283791619997758
30,0.89326674,0.30903732482439433,0.1,0.853766,0.45718284295155454
31,0.8940287,0.30214705738501674,0.1,0.83683896,0.5428313525059284
32,0.89573306,0.29628360240887375,0.1,0.8572716,0.4588138564274861
33,0.89870065,0.28781206007951343,0.1,0.8650841,0.4210219879945119
34,0.90114695,0.2800087034702301,0.1,0.86248,0.4533015191555023
35,0.9029114,0.2742497003231293,0.1,0.840645,0.5266832348245841
36,0.90611964,0.269323748923265,0.1,0.8561699,0.47381669130080784
37,0.9073428,0.2633398909981434,0.1,0.8522636,0.48614028822153044
38,0.90760344,0.2615481471977173,0.1,0.8582732,0.4629806555234469
