epoch,acc,loss,val_acc,val_loss
0,0.0970459,2.46684043481946,0.114868164,2.3058792501688004
1,0.34490967,1.825896443799138,0.32019043,1.9262420423328876
2,0.4598999,1.5036687199026346,0.41882324,1.626391690224409
3,0.5106201,1.3711384236812592,0.4399414,1.5477544702589512
4,0.541687,1.2834922783076763,0.4880371,1.5440979786217213
5,0.5772705,1.1932878848165274,0.42590332,2.078006833791733
6,0.5966797,1.135906919836998,0.3310547,3.2573819160461426
7,0.61938477,1.0786593817174435,0.4946289,2.017072845250368
8,0.64245605,1.024726990610361,0.48498535,1.8935850262641907
9,0.6604004,0.9698644373565912,0.49731445,2.0108927600085735
10,0.6705322,0.937409533187747,0.4519043,2.645846724510193
11,0.6869507,0.8952381052076817,0.5838623,1.6797153949737549
12,0.6950073,0.8723178217187524,0.60180664,1.4475200045853853
13,0.7073364,0.8320410251617432,0.44970703,2.8213473707437515
14,0.7182007,0.8017378728836775,0.6557617,1.2290613558143377
15,0.7211304,0.7857935931533575,0.6374512,1.4341391287744045
16,0.7304077,0.7640743684023619,0.54785156,1.8699983470141888
17,0.73791504,0.7380596240982413,0.59155273,1.8740315102040768
18,0.7446289,0.7178159980103374,0.5258789,2.086255643516779
19,0.75579834,0.6999816913157701,0.55200195,2.0437200628221035
20,0.76361084,0.674798940308392,0.63671875,1.5524439997971058
21,0.7733154,0.6475808005779982,0.65283203,1.3305271938443184
22,0.7886963,0.6100961291231215,0.66467285,1.2498409003019333
23,0.79437256,0.5851776739582419,0.6483154,1.3188280202448368
24,0.8051758,0.5602872646413743,0.72924805,0.926914606243372
25,0.81640625,0.5330178602598608,0.7050781,1.0084375441074371
26,0.8217163,0.509383118711412,0.6777344,1.2220438942313194
27,0.8317261,0.48685663379728794,0.7059326,0.9752619545906782
28,0.83862305,0.4604627750813961,0.7248535,0.9347786121070385
29,0.84277344,0.45241669937968254,0.6876221,1.2037658393383026
30,0.8543091,0.4233498047105968,0.65625,1.1685149669647217
31,0.85650635,0.4075350034981966,0.72888184,0.9670212492346764
32,0.86761475,0.37827149080112576,0.6916504,1.096079457551241
33,0.87286377,0.3618759838864207,0.71899414,0.9356670398265123
34,0.8814697,0.34381665056571364,0.7244873,0.9597815219312906
35,0.8904419,0.3203900349326432,0.73095703,0.9630563501268625
36,0.90130615,0.2961658148560673,0.7270508,0.9433859158307314
37,0.90289307,0.2834092075936496,0.73742676,0.9360052421689034
38,0.9086304,0.2697294079698622,0.76464844,0.788092190399766
39,0.91815186,0.24643840733915567,0.7652588,0.853134710341692
