epoch,acc,loss,val_acc,val_loss
0,0.10638428,3.2427352480590343,0.09643555,2.316138841211796
1,0.37493896,1.8003015089780092,0.31469727,1.9484725557267666
2,0.4776001,1.491968484595418,0.4807129,1.4390500336885452
3,0.5328369,1.3286030367016792,0.48046875,1.78887452557683
4,0.5786743,1.2130979401990771,0.43981934,2.5242363065481186
5,0.60772705,1.1379792923107743,0.5251465,2.0166170820593834
6,0.63690186,1.0498052928596735,0.5057373,2.346649006009102
7,0.66815186,0.9734517298638821,0.58703613,1.8467399589717388
8,0.6932373,0.9029486011713743,0.58703613,1.8280223943293095
9,0.7050171,0.8767369631677866,0.5708008,2.2219104804098606
10,0.72125244,0.8212705124169588,0.58361816,1.857485730201006
11,0.72442627,0.8047893699258566,0.5316162,2.9041097834706306
12,0.7434082,0.7513261251151562,0.61035156,1.8219657354056835
13,0.7494507,0.7601472213864326,0.5925293,2.2856911346316338
14,0.7600708,0.7030587568879128,0.6188965,1.8489955738186836
15,0.77905273,0.6402468746528029,0.6463623,1.6707808002829552
16,0.7772827,0.6414602831937373,0.56140137,2.864187389612198
17,0.79125977,0.6184206055477262,0.52490234,3.062456674873829
18,0.7961426,0.596027051564306,0.6849365,1.720765631645918
19,0.8126831,0.5451380363665521,0.6772461,1.5229499638080597
20,0.81073,0.5579930944368243,0.6549072,1.8936028890311718
21,0.835083,0.46776814572513103,0.6489258,1.8567465841770172
22,0.8623047,0.3921509636566043,0.71899414,1.0898400321602821
23,0.8795166,0.34906797111034393,0.7303467,1.016130406409502
24,0.8991089,0.2935826403554529,0.73583984,1.0162708386778831
25,0.9098511,0.2534932754933834,0.743042,0.9220359828323126
26,0.92315674,0.2241980480030179,0.74768066,0.95357396453619
27,0.9359131,0.18990870181005448,0.7480469,0.9809698555618525
28,0.94415283,0.16554377495776862,0.7576904,0.8860450051724911
29,0.9537964,0.13752069231122732,0.770874,0.8570885621011257
30,0.9631958,0.1189727634191513,0.77783203,0.8508365973830223
31,0.96606445,0.10699455701978877,0.78027344,0.8431748300790787
32,0.9718628,0.09157105995109305,0.77905273,0.854384321719408
33,0.9794922,0.06903167359996587,0.7902832,0.7887577172368765
34,0.9835205,0.05707516861730255,0.7735596,0.9079520851373672
35,0.9854126,0.05236142221838236,0.7844238,0.833045668900013
36,0.99072266,0.0419455188093707,0.77819824,0.8871676865965128
37,0.99090576,0.03962214427883737,0.78125,0.8900329116731882
38,0.9929199,0.033727341826306656,0.7838135,0.8652392383664846
39,0.9935913,0.0309542627655901,0.7817383,0.8858291450887918
