epoch,acc,loss,val_acc,val_loss
0,0.099243164,7.249506913125515,0.10424805,2.3658453300595284
1,0.3430786,2.0148171670734882,0.23413086,1.9663021937012672
2,0.43981934,1.8254509642720222,0.42956543,1.6560109369456768
3,0.48547363,1.6204021852463484,0.42895508,2.2240296863019466
4,0.5446167,1.3827004078775644,0.46435547,2.304006200283766
5,0.57733154,1.2831493830308318,0.5126953,2.0093849450349808
6,0.6147461,1.1749595925211906,0.52905273,2.2169228196144104
7,0.6191406,1.2207676693797112,0.5482178,2.2116996571421623
8,0.6553955,1.0380424410104752,0.5274658,2.0772149339318275
9,0.65216064,1.107930889353156,0.62719727,1.4462453499436378
10,0.6950073,0.9233683291822672,0.60217285,1.8546733222901821
11,0.70080566,0.915146104991436,0.58166504,2.2301119565963745
12,0.7045288,0.9221146386116743,0.5830078,2.448605913668871
13,0.7312622,0.8132799034938216,0.6512451,1.4825831316411495
14,0.74243164,0.7736861538141966,0.68078613,1.3682895861566067
15,0.7495117,0.7566639734432101,0.6512451,2.0480942241847515
16,0.7647705,0.7211639676243067,0.6262207,2.044337470084429
17,0.76348877,0.7180274319835007,0.5860596,2.112651526927948
18,0.78637695,0.6359895085915923,0.7355957,1.0547990631312132
19,0.7960205,0.6069129109382629,0.6999512,1.3357554040849209
20,0.79919434,0.6087470762431622,0.66918945,1.5364994555711746
21,0.8240967,0.5087784370407462,0.7446289,1.0295167211443186
22,0.85028076,0.4302691277116537,0.7062988,1.1521550454199314
23,0.85583496,0.4075001268647611,0.7498779,0.926439868286252
24,0.8709717,0.3626811816357076,0.73657227,0.9995872527360916
25,0.8835449,0.32894524023868144,0.7624512,0.8903656546026468
26,0.90448,0.2734423812944442,0.73779297,1.0868488661944866
27,0.9092407,0.25117720826528966,0.73706055,1.1218586601316929
28,0.92352295,0.22203311533667147,0.79211426,0.7313977107405663
29,0.9352417,0.18696312059182674,0.80236816,0.6942419800907373
30,0.9463501,0.16233621793799102,0.7796631,0.848566610366106
31,0.9545288,0.13725425698794425,0.810791,0.7040658947080374
32,0.9621582,0.1155425626784563,0.80371094,0.7305417135357857
33,0.97021484,0.09726370975840837,0.814209,0.6792138470336795
34,0.9758301,0.08367683325195685,0.82250977,0.6631102692335844
35,0.98321533,0.0690900074550882,0.810791,0.7492420235648751
36,0.9849243,0.06034364859806374,0.8149414,0.73979945294559
37,0.9880371,0.05338386193034239,0.81604004,0.7368811219930649
38,0.9906006,0.04567252399283461,0.8074951,0.7803109139204025
39,0.99194336,0.0417136759206187,0.81518555,0.7514712102711201
