epoch,acc,loss,val_acc,val_loss
0,0.11395264,2.772429693490267,0.09472656,2.31938436627388
1,0.39074707,1.7449297942221165,0.36694336,1.7878348790109158
2,0.5019531,1.4772533774375916,0.49816895,1.4332494661211967
3,0.5309448,1.5397239699959755,0.47229004,2.4649998992681503
4,0.5743408,1.4997538169845939,0.5373535,2.724095866084099
5,0.6268921,1.1613448411226273,0.34240723,5.579709529876709
6,0.6477051,1.1377054173499346,0.61950684,1.7454926148056984
7,0.6936035,0.9385449383407831,0.52575684,2.7556710094213486
8,0.68963623,0.9982043663039804,0.54260254,2.7336668111383915
9,0.72106934,0.841053519397974,0.5588379,3.077140986919403
10,0.7261963,0.8656850927509367,0.55371094,3.1359526365995407
11,0.7333374,0.8503269804641604,0.28344727,9.887466430664062
12,0.7501221,0.7787639079615474,0.5656738,2.8509877547621727
13,0.7532959,0.7723769582808018,0.46875,7.378213182091713
14,0.7719116,0.7055117376148701,0.65441895,2.0008763447403908
15,0.78131104,0.6809492781758308,0.50061035,5.227557793259621
16,0.7836914,0.6797290067188442,0.6002197,2.502601280808449
17,0.7955322,0.6776341865770519,0.59020996,3.4662297442555428
18,0.8134155,0.5663680611178279,0.5699463,2.892911411821842
19,0.8045044,0.6300445129163563,0.52368164,4.124451242387295
20,0.79766846,0.6814589672721922,0.67736816,1.9541775174438953
21,0.8452759,0.4574419832788408,0.66918945,1.747846383601427
22,0.88171387,0.3441158870700747,0.6982422,1.3903650678694248
23,0.899353,0.29038010770455003,0.70288086,1.3156516384333372
24,0.91033936,0.256142795085907,0.74450684,1.1501094158738852
25,0.92889404,0.2088739809114486,0.7338867,1.0834305174648762
26,0.9356079,0.1860789069905877,0.78759766,0.8356036692857742
27,0.947937,0.15460394730325788,0.77111816,0.958858160302043
28,0.95318604,0.1394067358924076,0.7696533,0.9649353679269552
29,0.96295166,0.11301117588300258,0.77319336,0.8649985808879137
30,0.97216797,0.08973138855071738,0.74890137,1.109428757801652
31,0.97662354,0.07887021446367726,0.760376,1.041292455047369
32,0.9805908,0.06379718426615,0.7808838,0.9359308890998363
33,0.98516846,0.05431470138137229,0.779541,0.9495339524000883
34,0.9883423,0.0441828572365921,0.77453613,0.9894310459494591
35,0.99102783,0.039110392332077026,0.774292,0.9900582190603018
36,0.9920044,0.035592733416706324,0.7907715,0.905536537989974
37,0.9938965,0.030101646902039647,0.7735596,1.0185226183384657
38,0.9945679,0.0262226419581566,0.78674316,0.9340120740234852
39,0.99468994,0.024089968734188005,0.7857666,0.9517540633678436
